Internal Reference,Name,aw_mfg_part_no,Product Category,Description,Manufacturer,Company,,,
0034-0000253-00-0002,3756/10,3756/10,Flat Cable,"CBL FL.025""*30AWG STR TPE",3m,All World Connect,,,
0034-0000084-00-0002,3756/34,3756/34,Flat Cable,"CBL FL.025""*30AWG STR TPE",3m,All World Connect,,,
0034-0000085-00-0002,3756/68,3756/68,Flat Cable,"CBL FL.025""*30AWG STR TPE",3m,All World Connect,,,
0034-0000231-00-0002,3758/10-275,3758/10-275,Flat Cable,CABLE 10C #26 ROUND JACK,3m,All World Connect,,,
0034-0000086-00-0002,3759/10,3759/10,Flat Cable,CABLE 10C #28 ROUND JACK,3m,All World Connect,,,
0034-0000087-00-0002,3759/16,3759/16,Flat Cable,CABLE 16C #28 ROUND JACK,3m,All World Connect,,,
0034-0000088-00-0002,3759/50,3759/50,Flat Cable,UL20267 50C*#28 RD JACKET,3m,All World Connect,,,
0034-0000089-00-0002,3759/60,3759/60,Flat Cable,UL20267 60C*#28 RD JACKET,3m,All World Connect,,,
0034-0000090-00-0002,3770/25,3770/25,Flat Cable,FLAT CABLE 25C AWG26 GRY,3m,All World Connect,,,
0034-0000091-00-0002,3770/25,3770/25,Flat Cable,"FLAT CABLE 25C AWG26 P.5""",3m,All World Connect,,,
0034-0000092-00-0002,3770/37,3770/37,Flat Cable,FLAT CABLE 37C AWG26 GRY,3m,All World Connect,,,
0034-0000094-00-0002,3782-20P-270A,3782-20P-270A,Flat Cable,20 PAIR TWIST M FLAT CABL,3m,All World Connect,,,
0034-0000095-00-0002,3782-20P-340A,3782-20P-340A,Flat Cable,20 PAIR TWIST M FLAT CABL,3m,All World Connect,,,
0034-0000096-00-0002,3782-5P-270A,3782-5P-270A,Flat Cable,5 PAIR TWIST M FLAT CABLE,3m,All World Connect,,,
0034-0000097-00-0002,3782-5P-340A,3782-5P-340A,Flat Cable,5 PAIR TWIST M FLAT CABLE,3m,All World Connect,,,
0034-0000098-00-0002,3801/10,3801/10,Flat Cable,UL2651 AWG26STR 10C P1.27,3m,All World Connect,,,
0034-0000099-00-0002,3801/14,3801/14,Flat Cable,UL2651 AWG26STR 14W P1.27,3m,All World Connect,,,
0034-0000100-00-0002,3801/16,3801/16,Flat Cable,UL2651 AWG26STR 16W P1.27,3m,All World Connect,,,
0034-0000251-00-0002,3801/20,3801/20,Flat Cable,UL2651 26AWG 20W P1.27,3m,All World Connect,,,
0034-0000101-00-0002,3801/26,3801/26,Flat Cable,UL2651 26AWG 26W P1.27,3m,All World Connect,,,
0034-0000102-00-0002,3801/40,3801/40,Flat Cable,"FLAT CABEL 40WAY,AWG26",3m,All World Connect,,,
0034-0000252-00-0002,3801/50,3801/50,Flat Cable,UL2651 26AWG 50W P1.27,3m,All World Connect,,,
0034-0000230-00-0002,3811/10,3811/10,Flat Cable,UL20462 10C 26AWG FLAT CB,3m,All World Connect,,,
0034-0000103-00-0002,3811/16,3811/16,Flat Cable,UL20462 16C 26AWG FLAT CB,3m,All World Connect,,,
0034-0000104-00-0002,3811/25,3811/25,Flat Cable,CABLE,3m,All World Connect,,,
0034-0000105-00-0002,3849/96,3849/96,Flat Cable,"FLAT CABLE P0.033"" 96WAY",3m,All World Connect,,,
0018-0000796-00-0002,3916-0000T,3916-0000T,Connector=CPC/D-Sub/IDC/BNC,16 WAY IDC DIP PLUG CONN.,3m,All World Connect,,,
0018-0000797-00-0002,3920-0000T,3920-0000T,Connector=CPC/D-Sub/IDC/BNC,PCB MOUNT CONNECTOR,3m,All World Connect,,,
0018-0000798-00-0002,3920-2000T,3920-2000T,Connector=CPC/D-Sub/IDC/BNC,CONNEC. TRANSITION 20 WAY,3m,All World Connect,,,
0018-0000800-00-0002,3926-0000T,3926-0000T,Connector=CPC/D-Sub/IDC/BNC,26 WAY CONNECTOR,3m,All World Connect,,,
0018-0000801-00-0002,3926-2010T,3926-2010T,Connector=CPC/D-Sub/IDC/BNC,CONNEC. TRANSITION 26 WAY,3m,All World Connect,,,
0089-0000127-00-0002,3M 9469PC,3M 9469PC,Tape,TAPE D.-SIDED B=3.5MM+ 1MM,3m,All World Connect,,,
0018-0000835-00-0002,4610-6750,4610-6750,Connector=CPC/D-Sub/IDC/BNC,IDC HDR 10P MT FLNG,3m,All World Connect,,,
0018-0000837-00-0002,4614-7305,4614-7305,Connector=CPC/D-Sub/IDC/BNC,IDC HDR 14P MT FLNG,3m,All World Connect,,,
0018-0000838-00-0002,4616-6000,4616-6000,Connector=CPC/D-Sub/IDC/BNC,IDC PLUG 16P MT FLNG,3m,All World Connect,,,
0018-0000839-00-0002,4616-6300,4616-6300,Connector=CPC/D-Sub/IDC/BNC,"CONN,PLUG,16POS,GRY,LATCH",3m,All World Connect,,,
0018-0002588-00-0002,4616-7000,4616-7000,Connector=CPC/D-Sub/IDC/BNC,IDC PLUG 16P MT FLNG CLOSE END,3m,All World Connect,,,
0018-0002589-00-0002,4616-7300,4616-7300,Connector=CPC/D-Sub/IDC/BNC,IDC PLUG 16P MT FLNG LATCH CLS,3m,All World Connect,,,
0018-0000840-00-0002,4620-6000,4620-6000,Connector=CPC/D-Sub/IDC/BNC,IDC HDR 20P MT FLNG,3m,All World Connect,,,
0018-0000841-00-0002,4620-6300,4620-6300,Connector=CPC/D-Sub/IDC/BNC,IDC HDR 20P MT FLNG,3m,All World Connect,,,
0018-0000842-00-0002,4620-6301,4620-6301,Connector=CPC/D-Sub/IDC/BNC,IDC HDR 20P W/O MT FLNG,3m,All World Connect,,,
0018-0000843-00-0002,4620-6305,4620-6305,Connector=CPC/D-Sub/IDC/BNC,IDC HDR 20P MT FLNG SCR,3m,All World Connect,,,
0018-0000844-00-0002,4620-7305,4620-7305,Connector=CPC/D-Sub/IDC/BNC,IDC HDR 20P UNI E MT FLNG,3m,All World Connect,,,
0018-0000845-00-0002,4626-7305,4626-7305,Connector=CPC/D-Sub/IDC/BNC,IDC HDR 26P MT FLNG,3m,All World Connect,,,
0018-0002305-00-0002,4634-7700,4634-7700,Connector=CPC/D-Sub/IDC/BNC,"CONN,SKT.100 PITCH  34POS CLS",3m,All World Connect,,,
0089-0000114-00-0002,"471-TRANS-1""X36YD","471-TRANS-1""X36YD",Tape,"TAPE VINYL 1"" 70-0024-0805-5",3m,All World Connect,,,
0089-0000112-00-0002,"5-1/2""X72YDS,2.5MIL","5-1/2""X72YDS,2.5MIL",Tape,TAPE ELECTRICAL CLR POLYESTER,3m,All World Connect,,,
0089-0000117-00-0002,"5413-AMBER-1/2""X36YD","5413-AMBER-1/2""X36YD",Tape,"KAPTON TAPE, AMBER, 1/2""X 36YD",3m,All World Connect,,,
0089-0000017-00-0002,"56 TAPE (1/4"")YEL","56 TAPE (1/4"")YEL",Tape,POLYFILM ADHESIVE TAPE,3m,All World Connect,,,
0101-0000011-00-0002,5JLH2,5JLH2,"Wire Accessories (Cable Tie,M","HOOK&LOOP,BLACK,1""SQUARE",3m,All World Connect,,,
0089-0000018-00-0002,61 12MM X 36YD,61 12MM X 36YD,Tape,PTFE FILM TAPE 12MMX33M,3m,All World Connect,,,
0018-0001008-00-0002,62C96-1200EC,62C96-1200EC,Connector=CPC/D-Sub/IDC/BNC,"CONN,FEMALE,SIZE C,96PIN",3m,All World Connect,,,
0018-0001146-00-0002,7814-0000PR,7814-0000PR,Connector=CPC/D-Sub/IDC/BNC,"IDC 14POS,P2.54MM,GRY,PCB",3m,All World Connect,,,
0018-0001147-00-0002,7830-0000PR,7830-0000PR,Connector=CPC/D-Sub/IDC/BNC,"CONN,30PIN,HEADER PLUG",3m,All World Connect,,,
0018-0001149-00-0002,7934-6500SC,7934-6500SC,Connector=CPC/D-Sub/IDC/BNC,"41651,IDC CONN,34 WAY FEM",3m,All World Connect,,,
0018-0001159-00-0002,8209-6000,8209-6000,Connector=CPC/D-Sub/IDC/BNC,DSUB 9P PLUG CRIMP,3m,All World Connect,,,
0018-0001165-00-0002,8215-6000,8215-6000,Connector=CPC/D-Sub/IDC/BNC,"D-SUB, 15POS,PLUG,CRIMP",3m,All World Connect,,,
0018-0001166-00-0002,8225-6000,8225-6000,Connector=CPC/D-Sub/IDC/BNC,D-SUB PLUG 25P IDC CRIMP,3m,All World Connect,,,
0018-0001167-00-0002,8225-6003,8225-6003,Connector=CPC/D-Sub/IDC/BNC,D-SUB PLUG 25P IDC CRIMP,3m,All World Connect,,,
0018-0001168-00-0002,8225-8003,8225-8003,Connector=CPC/D-Sub/IDC/BNC,CONN D SUB PLUG 25 POS,3m,All World Connect,,,
0018-0001169-00-0002,8237-6000,8237-6000,Connector=CPC/D-Sub/IDC/BNC,"D-SUB 37POS,MALE,CRIMP FL",3m,All World Connect,,,
0018-0001170-00-0002,8237-6069,8237-6069,Connector=CPC/D-Sub/IDC/BNC,CONNECTOR,3m,All World Connect,,,
0018-0001171-00-0002,8237-7000,8237-7000,Connector=CPC/D-Sub/IDC/BNC,"D-SUB 37POS,MALE,CRIMP FL",3m,All World Connect,,,
0018-0001172-00-0002,8237-8069,8237-8069,Connector=CPC/D-Sub/IDC/BNC,CONNECTOR,3m,All World Connect,,,
0018-0001173-00-0002,8250-6005,8250-6005,Connector=CPC/D-Sub/IDC/BNC,D-SUB PLUG 50P GRY IDC,3m,All World Connect,,,
0018-0001183-00-0002,8309-6000,8309-6000,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 9P IDC,3m,All World Connect,,,
0018-0001184-00-0002,8315-6000,8315-6000,Connector=CPC/D-Sub/IDC/BNC,IDC-D-SUB 15 POS FEMALE,3m,All World Connect,,,
0018-0001185-00-0002,8315-6003,8315-6003,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT,3m,All World Connect,,,
0018-0001186-00-0002,8325-6000,8325-6000,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 25P IDC,3m,All World Connect,,,
0018-0001187-00-0002,8325-7000,8325-7000,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 25P IDC,3m,All World Connect,,,
0018-0001188-00-0002,8337-6000,8337-6000,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 37P,3m,All World Connect,,,
0018-0001189-00-0002,8337-7009,8337-7009,Connector=CPC/D-Sub/IDC/BNC,CONNECTOR,3m,All World Connect,,,
0018-0001191-00-0002,8350-6005,8350-6005,Connector=CPC/D-Sub/IDC/BNC,D-SUB RCPT 50P IDC,3m,All World Connect,,,
0018-0001224-00-0002,89110-0101HA,89110-0101HA,Connector=CPC/D-Sub/IDC/BNC,IDC SKT 10W G15 W/O SR,3m,All World Connect,,,
0018-0001225-00-0002,89114-0101HA,89114-0101HA,Connector=CPC/D-Sub/IDC/BNC,IDC SKT 14W G15 W/O SR,3m,All World Connect,,,
0018-0002567-00-0002,89114-0103,89114-0103,Connector=CPC/D-Sub/IDC/BNC,"CONNECTOR,IDC,14POS RCPT,W/SR",3m,All World Connect,,,
0018-0002306-00-0002,89116-0101,89116-0101,Connector=CPC/D-Sub/IDC/BNC,IDC SKT 16W G30 W/O SR,3m,All World Connect,,,
0018-0001226-00-0002,89116-0101HA,89116-0101HA,Connector=CPC/D-Sub/IDC/BNC,IDC SKT 16W G15 W/O SR,3m,All World Connect,,,
0018-0001227-00-0002,89120-0101HA,89120-0101HA,Connector=CPC/D-Sub/IDC/BNC,IDC SKT 20W G15 W/O SR,3m,All World Connect,,,
0018-0001228-00-0002,89124-0101HA,89124-0101HA,Connector=CPC/D-Sub/IDC/BNC,IDC SKT 24W G15 W/O SR,3m,All World Connect,,,
0018-0001229-00-0002,89126-0101,89126-0101,Connector=CPC/D-Sub/IDC/BNC,IDC SKT 26W G30 W/0 SR,3m,All World Connect,,,
0018-0001230-00-0002,89126-0101HA,89126-0101HA,Connector=CPC/D-Sub/IDC/BNC,IDC SKT 26W G15 W/O SR,3m,All World Connect,,,
0018-0001231-00-0002,89126-0103,89126-0103,Connector=CPC/D-Sub/IDC/BNC,IDC SKT 26W G30 W/SR,3m,All World Connect,,,
0018-0001232-00-0002,89134-0101,89134-0101,Connector=CPC/D-Sub/IDC/BNC,IDC SKT 34WAY G30,3m,All World Connect,,,
0018-0001233-00-0002,89140-0101,89140-0101,Connector=CPC/D-Sub/IDC/BNC,IDC SKT 40WAY G30,3m,All World Connect,,,
0018-0001234-00-0002,89140-0101HA,89140-0101HA,Connector=CPC/D-Sub/IDC/BNC,IDC SKT 40WAY G15,3m,All World Connect,,,
0018-0001235-00-0002,89150-0101,89150-0101,Connector=CPC/D-Sub/IDC/BNC,IDC FEMALE SOCKET 50WAY G,3m,All World Connect,,,
0018-0001238-00-0002,89815-8003,89815-8003,Connector=CPC/D-Sub/IDC/BNC,D-SUB 15 WAY MALE,3m,All World Connect,,,
0007-0001027-00-0002,94727 / 11-8-P,94727 / 11-8-P,Cable Lug,"RING LUG 22-18 AWG #8,RED,VINY",3m,All World Connect,,,
0018-0001273-00-0002,99430-0016T,99430-0016T,Connector=CPC/D-Sub/IDC/BNC,"CONN,30PIN,HEADER PLUG",3m,All World Connect,,,
0018-0001274-00-0002,99440-0016T,99440-0016T,Connector=CPC/D-Sub/IDC/BNC,"CONN,40PIN,HEADER PLUG",3m,All World Connect,,,
0018-0001387-00-0002,CHG-2034-JO1010KEP,CHG-2034-JO1010KEP,Connector=CPC/D-Sub/IDC/BNC,CONN WIREMT 0.1X34PIN,3m,All World Connect,,,
0018-0001410-00-0002,D89126-0101HK,D89126-0101HK,Connector=CPC/D-Sub/IDC/BNC,"IDC CONN,26POS,SOC,W/O SR",3m,All World Connect,,,
0004-0000001-00-0002,DS-7,DS-7,Braided Wire/Braided Tube/Brad,BRAID SHIELD HI-FLEX 7MM,3m,All World Connect,,,
0007-0000004-00-0002,FDI18-187C,FDI18-187C,Cable Lug,DISCON RCPT 187 #22~18,3m,All World Connect,,,
0005-0000096-00-0002,G-404-1,G-404-1,Bushing/ Grommet/Collets/Boot,GROMRND 9/32IDX3/8GRV-ODX1/8GR,3m,All World Connect,,,
0020-0000001-00-0002,H-30,H-30,Contact Terminal,"CONN,WIRE,NUT,AWG22~16,BU",3m,All World Connect,,,
0034-0000241-00-0002,HF319/10,HF319/10,Flat Cable,"HI-FLEX LIFE, FLAT CABLE,28AWG",3m,All World Connect,,,
0034-0000242-00-0002,HF319/16,HF319/16,Flat Cable,"HI-FLEX LIFE, FLAT CABLE,28AWG",3m,All World Connect,,,
0034-0000243-00-0002,HF319/20,HF319/20,Flat Cable,"HI-FLEX LIFE, FLAT CABLE,28AWG",3m,All World Connect,,,
0034-0000244-00-0002,HF319/26,HF319/26,Flat Cable,"HI-FLEX LIFE, FLAT CABLE,28AWG",3m,All World Connect,,,
0034-0000245-00-0002,HF319/34,HF319/34,Flat Cable,"HI-FLEX LIFE, FLAT CABLE,28AWG",3m,All World Connect,,,
0034-0000246-00-0002,HF319/40,HF319/40,Flat Cable,"HI-FLEX LIFE, FLAT CABLE,28AWG",3m,All World Connect,,,
0034-0000247-00-0002,HF319/50,HF319/50,Flat Cable,"HI-FLEX LIFE, FLAT CABLE,28AWG",3m,All World Connect,,,
0024-0001135-00-0002,M7NXK-0906J,M7NXK-0906J,Customize Cable with connector,"CBL ASSY,RIBBON,MALE DB9,L=6FT",3m,All World Connect,,,
0007-0000959-00-0002,MN6-10R/SK,MN6-10R/SK,Cable Lug,"RING LUG,6 AWG #10STU,BLU NYL",3m,All World Connect,,,
0007-0001149-00-0002,MN6-14R/SK,MN6-14R/SK,Cable Lug,"RING LUG,6 AWG 1/4""STU,BLU NYL",3m,All World Connect,,,
0007-0000958-00-0002,MN8-10R/SK,MN8-10R/SK,Cable Lug,"RING LUG,8 AWG #10STU,NON-INSU",3m,All World Connect,,,
0007-0000969-00-0002,MNG10-10RX,MNG10-10RX,Cable Lug,"RING LUG 12-10 AWG,S#10,YEL",3m,All World Connect,,,
0007-0000967-00-0002,MNG10-14R/SK,MNG10-14R/SK,Cable Lug,"RING LUG 12-10 AWG,S1/4"",YEL",3m,All World Connect,,,
0007-0000962-00-0002,MNG14-14R/SX,MNG14-14R/SX,Cable Lug,"RING LUG 16-14 AWG,S1/4"",BLU",3m,All World Connect,,,
0007-0000957-00-0002,MNG18-10R,MNG18-10R,Cable Lug,"RING LUG 22-18 AWG #10,RED",3m,All World Connect,,,
0007-0000975-00-0002,MNG18-187DFIX,MNG18-187DFIX,Cable Lug,"DISCON RCPT 22-18 AWG,.187""",3m,All World Connect,,,
0007-0000944-00-0002,MNG18-250DFIX,MNG18-250DFIX,Cable Lug,"DISCON RCPT,22-18,FUL-INS",3m,All World Connect,,,
0007-0000943-00-0002,MNG18-250DMIK,MNG18-250DMIK,Cable Lug,"DISCONN,MAL,22-18,FUL-INS",3m,All World Connect,,,
0007-0000005-00-0002,MNU10-250DFIX,MNU10-250DFIX,Cable Lug,DISCON RCPT 250 NYLON,3m,All World Connect,,,
0007-0000006-00-0002,MNU14-187DFIK,MNU14-187DFIK,Cable Lug,"DISCON RCPT 187*.02""",3m,All World Connect,,,
0007-0000007-00-0002,MNU14-250DFIX,MNU14-250DFIX,Cable Lug,DISCON RCPT 250 NYLON,3m,All World Connect,,,
0007-0000008-00-0002,MT18-187L,MT18-187L,Cable Lug,"MALE DISCONN,.187"",#22-18",3m,All World Connect,,,
0007-0000966-00-0002,MU14-10RHTX,MU14-10RHTX,Cable Lug,RING #10 16-14AWG NON-INS,3m,All World Connect,,,
0007-0000009-00-0002,MU18-187DF,MU18-187DF,Cable Lug,"FASTON,F,22-18AWG,NON-INS",3m,All World Connect,,,
0007-0001036-00-0002,MV10-610RK,MV10-610RK,Cable Lug,"RING LUG,#6#10, 12-10AWG",3m,All World Connect,,,
0007-0001083-00-0002,MV14-610RK,MV14-610RK,Cable Lug,"RING LUG,#6#10, 16-14AWG",3m,All World Connect,,,
0007-0000010-00-0002,MVU14-8RK,MVU14-8RK,Cable Lug,RING #8 16~14 BLU,3m,All World Connect,,,
0007-0000011-00-0002,MVU18-6R/SK,MVU18-6R/SK,Cable Lug,RING #6 22~18 RED,3m,All World Connect,,,
0007-0001119-00-0002,MVU18-8FLK,MVU18-8FLK,Cable Lug,"FORK LUG 22-18 AWG #8,RED",3m,All World Connect,,,
0007-0000012-00-0002,MVU18-8R/LK,MVU18-8R/LK,Cable Lug,RING #8 22-18 RED,3m,All World Connect,,,
0024-0000426-00-0002,"R-C19, DHD 15M/15F 2m","R-C19, DHD 15M/15F 2m",Customize Cable with connector,VGA 15 MOLDED CABLE AWG28,3m,All World Connect,,,
0007-0000963-00-0002,RV14-8Q BLU,RV14-8Q BLU,Cable Lug,"RING LUG 16-14 AWG #8,BLU",3m,All World Connect,,,
0007-0000955-00-0002,RV18-10Q RED,RV18-10Q RED,Cable Lug,"RING LUG 22-18 AWG #10,RED",3m,All World Connect,,,
0007-0000961-00-0002,RV18-8Q RED,RV18-8Q RED,Cable Lug,"RING LUG 22-18 AWG #8,RED",3m,All World Connect,,,
0089-0000118-00-0002,"SJ3541 (BLACK) 1""","SJ3541 (BLACK) 1""",Tape,"DUAL LOCK PRESS 1""X1YD BLK 400",3m,All World Connect,,,
0089-0000119-00-0002,"SJ3542 (BLACK) 1""","SJ3542 (BLACK) 1""",Tape,"DUAL LOCK PRESS 1""X1YD BLK 170",3m,All World Connect,,,
0089-0000019-00-0002,"SUPER 33 (3/4""X66FT) BLK","SUPER 33 (3/4""X66FT) BLK",Tape,TAPE INSULATION19MM*20M,3m,All World Connect,,,
0089-0000020-00-0002,"VHB-4930 WHT,1/2""X 36 YDS","VHB-4930 WHT,1/2""X 36 YDS",Tape,"TAPE DOUBLE SIDE FOAM,VHB",3m,All World Connect,,,
0089-0000021-00-0002,415-2,415-2,Tape,"DOUBLE SIDED TAPE 2"" 36YD",3m,All World Connect,,,
0016-0000401-00-1499,50NLC,50NLC,Conduit  Fitting / Accessories,FTG   CND  NUT LK  1/2 IN,ABE SPECIALTY FASTENING SOLUTI,All World Connect,,,
0076-0000146-00-0010,2102-632-N-0,2102-632-N-0,Screw / Standoff Screw,"STANDOFF #6-32X3/8""X1/4""",ACF Components & Fastener,All World Connect,,,
0076-0000147-00-0010,2104-632-N-0,2104-632-N-0,Screw / Standoff Screw,"STANDOFF #6-32X1/2""X1/4""",ACF Components & Fastener,All World Connect,,,
0076-0000050-00-0010,2120-632-A-0/546-24-001,2120-632-A-0/546-24-001,Screw / Standoff Screw,"STANDOFF #6-32X1.5""X0.24""",ACF Components & Fastener,All World Connect,,,
0076-0000056-00-0010,"2703, 0.875dia","2703, 0.875dia",Screw / Standoff Screw,"PLUG,SHTMTL,6/6 NYL,BLK",ACF Components & Fastener,All World Connect,,,
0100-0000055-00-0010,ELW-1610-4-0,ELW-1610-4-0,Washer / Flat Ring / C-Clip,WSH SERRATED EXT #10-32,ACF Components & Fastener,All World Connect,,,
0100-0000066-00-0010,FW-15795-805,FW-15795-805,Washer / Flat Ring / C-Clip,WSH FLT #6 SS,ACF Components & Fastener,All World Connect,,,
0100-0000067-00-0010,FW-15795-806,FW-15795-806,Washer / Flat Ring / C-Clip,WSH FLT #6 SS,ACF Components & Fastener,All World Connect,,,
0100-0000068-00-0010,FW-15795-842,FW-15795-842,Washer / Flat Ring / C-Clip,"WSH FLT #10 SS OD:.5""",ACF Components & Fastener,All World Connect,,,
0100-0000064-00-0010,FW-960-C-10,FW-960-C-10,Washer / Flat Ring / C-Clip,WSH FLT #10-32 SS,ACF Components & Fastener,All World Connect,,,
0100-0000069-00-0010,FW-960-C-10,FW-960-C-10,Washer / Flat Ring / C-Clip,WSH FLT #10-32 SS,ACF Components & Fastener,All World Connect,,,
0100-0000060-00-0010,FW-960-C-6-M,FW-960-C-6-M,Washer / Flat Ring / C-Clip,WSH FLT #6-32 SS,ACF Components & Fastener,All World Connect,,,
0100-0000070-00-0010,FW-960-C-6-M,FW-960-C-6-M,Washer / Flat Ring / C-Clip,WSH FLT #6-32 SS,ACF Components & Fastener,All World Connect,,,
0100-0000071-00-0010,FW-960-C-8,FW-960-C-8,Washer / Flat Ring / C-Clip,WSH FLT #8 SS,ACF Components & Fastener,All World Connect,,,
0059-0000026-00-0010,HFN-25C-S-0,HFN-25C-S-0,Nut,NUT 1/4-20 SS,ACF Components & Fastener,All World Connect,,,
0059-0000023-00-0010,HMN-02C-S-0,HMN-02C-S-0,Nut,NUT HEX #2-56 SS,ACF Components & Fastener,All World Connect,,,
0059-0000024-00-0010,HMN-06C-S-0,HMN-06C-S-0,Nut,NUT 6-32 HEX STAINLESS ST,ACF Components & Fastener,All World Connect,,,
0059-0000027-00-0010,HMN-06C-S-0,HMN-06C-S-0,Nut,NUT 6-32 HEX NUT SS,ACF Components & Fastener,All World Connect,,,
0059-0000028-00-0010,HMN-08C-S-0,HMN-08C-S-0,Nut,NUT 8-32 SS,ACF Components & Fastener,All World Connect,,,
0059-0000025-00-0010,HMN-10F-S-O,HMN-10F-S-O,Nut,NUT 10-32 HEX SS,ACF Components & Fastener,All World Connect,,,
0100-0000058-00-0010,LW-02N-S-0,LW-02N-S-0,Washer / Flat Ring / C-Clip,WSH SPRG #2 SS,ACF Components & Fastener,All World Connect,,,
0100-0000059-00-0010,LW-04N-S-0,LW-04N-S-0,Washer / Flat Ring / C-Clip,WSH SPRG #4 SS,ACF Components & Fastener,All World Connect,,,
0100-0000062-00-0010,LW-06N-S-0,LW-06N-S-0,Washer / Flat Ring / C-Clip,WSH SPRG #6 SS,ACF Components & Fastener,All World Connect,,,
0100-0000074-00-0010,LW-06N-S-0,LW-06N-S-0,Washer / Flat Ring / C-Clip,WSH SPRG #6 SS,ACF Components & Fastener,All World Connect,,,
0100-0000063-00-0010,LW-08N-S-0,LW-08N-S-0,Washer / Flat Ring / C-Clip,WSH SPRG #8 SS,ACF Components & Fastener,All World Connect,,,
0100-0000075-00-0010,LW-08N-S-0,LW-08N-S-0,Washer / Flat Ring / C-Clip,WSH SPRG #8 SS,ACF Components & Fastener,All World Connect,,,
0100-0000065-00-0010,LW-10N-S-0,LW-10N-S-0,Washer / Flat Ring / C-Clip,WSH SPRG #10 SS,ACF Components & Fastener,All World Connect,,,
0076-0000141-00-0010,PFM-06C08-S-0,PFM-06C08-S-0,Screw / Standoff Screw,"SCREW,#6-32X1/2 FL HD PHL",ACF Components & Fastener,All World Connect,,,
0076-0000137-00-0010,PFM-10F06-S-0,PFM-10F06-S-0,Screw / Standoff Screw,"SCREW,10-32X3/8"" FL HD PH",ACF Components & Fastener,All World Connect,,,
0076-0000168-00-0010,PFM-10F06-S-0,PFM-10F06-S-0,Screw / Standoff Screw,"SCR #10-32*3/8"" FLT HD",ACF Components & Fastener,All World Connect,,,
0076-0000143-00-0010,PPM-02C10-S-0,PPM-02C10-S-0,Screw / Standoff Screw,"SCREW,#2-56X5/8""PAN HD PH",ACF Components & Fastener,All World Connect,,,
0076-0000144-00-0010,PPM-04C16-S-0,PPM-04C16-S-0,Screw / Standoff Screw,"SCREW,#4-40X1"",PAN HD PHL",ACF Components & Fastener,All World Connect,,,
0076-0000134-00-0010,PPM-06C04-S-0,PPM-06C04-S-0,Screw / Standoff Screw,"SCR #6-32*1/4"" PAN PHI",ACF Components & Fastener,All World Connect,,,
0076-0000139-00-0010,PPM-06C06-S-0,PPM-06C06-S-0,Screw / Standoff Screw,"SCREW,6-32X3/8"" PAN HD P",ACF Components & Fastener,All World Connect,,,
0076-0000171-00-0010,PPM-06C06-S-0,PPM-06C06-S-0,Screw / Standoff Screw,"SCR #6-32*3/8"" MS PAN PHI S/S",ACF Components & Fastener,All World Connect,,,
0076-0000173-00-0010,PPM-08C06-S-0,PPM-08C06-S-0,Screw / Standoff Screw,"SCR #8-32*3/8"" MS PAN PHL S/S",ACF Components & Fastener,All World Connect,,,
0076-0000132-00-0010,PPM-10C04-S-0,PPM-10C04-S-0,Screw / Standoff Screw,"SCR #10-24*1/4"" PAN PHI",ACF Components & Fastener,All World Connect,,,
0076-0000138-00-0010,PPM-10F06-S-0,PPM-10F06-S-0,Screw / Standoff Screw,"SCREW,10-32X3/8""PAN HD PH",ACF Components & Fastener,All World Connect,,,
0076-0000175-00-0010,PPM-10F06-S-0,PPM-10F06-S-0,Screw / Standoff Screw,"SCREW,MACH,PH PNHD,SS,",ACF Components & Fastener,All World Connect,,,
0076-0000140-00-0010,PPM-10F08-S-0,PPM-10F08-S-0,Screw / Standoff Screw,SCREW#10-32X1/2 PAN HD PH,ACF Components & Fastener,All World Connect,,,
0076-0000176-00-0010,PPM-10F08-S-0,PPM-10F08-S-0,Screw / Standoff Screw,SCREW 10-32X1/2 PAN HD PH,ACF Components & Fastener,All World Connect,,,
0018-0001901-00-0011,MTP-44-U,MTP-44-U,Connector=CPC/D-Sub/IDC/BNC,"MODULAR PLUG 4P4C,AWG26",Adam Technologies Ltd,All World Connect,,,
0049-0000022-00-0011,MTJP-648-K6-C5-1,MTJP-648-K6-C5-1,Jack / AV Jack,JACK ASSEMBLY,Adam Technologies Ltd,All World Connect,,,
0016-0000426-001059,6000363,6000363,Conduit  Fitting / Accessories,LOCKNUT PG36 BR NI PLATED,Adaptaflex,All World Connect,,,
0016-0000363-00-0013,AL13/M20/A/BL,AL13/M20/A/BL,Conduit  Fitting / Accessories,FIT NW13 M20 ST W NUT,Adaptaflex,All World Connect,,,
0016-0000209-00-0013,AL13/PG11/A/BL,AL13/PG11/A/BL,Conduit  Fitting / Accessories,FIT NW13 PG11 ST W/O NUT,Adaptaflex,All World Connect,,,
0016-0000356-00-0013,AL13/PG9/A/BL,AL13/PG9/A/BL,Conduit  Fitting / Accessories,FIT NW13 PG9 ST W/O NUT,Adaptaflex,All World Connect,,,
